acc_no,author,title,publisher_info,year,isbn,storage_loc,subject,class_no
B20853,Husto ®,Practical Stress Analysis in Egineering Design,CRC Press,2009.0,9781574447132,TLC-R-8-S-138,MECHANICAL / TECHNOLOGY,621.7 HUS
B11826,Upton (B),Pressure Diecasting,Pergamom Press,1982.0,0080276210,TLC-R-8-S-138,MECHANICAL / TECHNOLOGY,621.7 UPT
B22560,Vinh (XN),Flight Mechanics of High Perfomance Air craft,Cambridge universty Press,1993.0,052134123X,TLC-R-8-S-138,MECHANICAL / TECHNOLOGY,621.7 VIN
B15117,Dieter (GE),Mechanical Metallurgy,"McGraw-Hill Book Company ,Inc",1988.0,007084187X,TLC-R-8-S-138,MECHANICAL / TECHNOLOGY,621.7 DIE
B11856,Mohren,How to make Injection Molds,Hanser Publishers,1986.0,0029475708,TLC-R-8-S-138,MECHANICAL / TECHNOLOGY,621.7 MOH
B11045,Cary (HB),Modern Welding Technology,Perntic-Hall inc,1979.0,0135992907,TLC-R-8-S-138,MECHANICAL / TECHNOLOGY,621.7 CAR
B6648,IMT,Guide to Indian Machine Tools,Indian Machine Tool Manufacturers,1975.0,,TLC-R-8-S-138,MECHANICAL / TECHNOLOGY,621.7 IMT
B9563,Ostergaard (ED),Basic Diemaking,"McGraw-Hill Book Company ,Inc",1963.0,070460906,TLC-R-8-S-138,MECHANICAL / TECHNOLOGY,621.7 OST
B21842,Jamnia (A),Practical Guide to the Packaging of Electronics,CRC Press,2009.0,9781420065312,TLC-R-8-S-138,MECHANICAL / TECHNOLOGY,621.7 JAM
B11857,Harris (WT),Chemical Milling,Clarendon Press,1976.0,,TLC-R-8-S-138,MECHANICAL / TECHNOLOGY,621.7 HAR
B11812,Shaw (MC),Metal Cutting Principles,Clarendon Press,1984.0,019850024,TLC-R-8-S-138,MECHANICAL / TECHNOLOGY,621.7 SHA
B13392,Kulak (GL),Guide to Design Criteria for Bolted and Riveted Joints,A-wiely Interscince Publication,1987.0,0471837911,TLC-R-8-S-138,MECHANICAL / TECHNOLOGY,621.7 KUL
B21833,MAU (ST),Introduction to Structural Analysis,CRC Press,2012.0,9781466504165,TLC-R-8-S-138,MECHANICAL / TECHNOLOGY,621.7 MAU
B14878,Turner (GPA),Paint Chemistry,Chapmana & Hall Ltd,1967.0,0412294400,TLC-R-8-S-138,MECHANICAL / TECHNOLOGY,621.7 TUR
B4707,Jowett (CE),Materials in Electronics,Business Books Limited,1971.0,0220667966,TLC-R-8-S-138,MECHANICAL / TECHNOLOGY,621.7 JOW
B11037,Chapman (WAJ),Workshop Technology,Elsevier,1972.0,0713132728,TLC-R-8-S-138,MECHANICAL / TECHNOLOGY,621.7 CHA
B13486,Trent (EM),Metal Cutting,Butterworths,1984.0,040810858,TLC-R-8-S-138,MECHANICAL / TECHNOLOGY,621.7 TRE
B14454,Ragulskis (KM),Vibration of Bearings,Hemisphere Publishing Corporation,1989.0,089116829X,TLC-R-8-S-138,MECHANICAL / TECHNOLOGY,621.7 RAG
B1780,Chapman (WAJ),Workshop Technology,The English Language book Society,1959.0,,TLC-R-8-S-138,MECHANICAL / TECHNOLOGY,621.7 CHA
B21065,Thomson (WT),Theory of Vibration with Appiccations,Pearson Education,2008.0,9788131704820,TLC-R-8-S-138,MECHANICAL / TECHNOLOGY,621.7 THO
B14848,Kermode (AC),Mechanical of flight,Himalaya Books,1972.0,8170020301,TLC-R-8-S-138,MECHANICAL / TECHNOLOGY,621.7 KER
B320,Burghardt (HD),Machine tool Operation,"McGraw-Hill Book Company ,Inc",1954.0,,TLC-R-8-S-138,MECHANICAL / TECHNOLOGY,621.7 BUR
B15294,Davies (AC),the science and Practice of welding,Cambridge universty Press,1963.0,,TLC-R-8-S-138,MECHANICAL / TECHNOLOGY,621.7 DAV
B1782,Chapman (WAJ),Workshop Technology,The English Language book Society,1961.0,,TLC-R-8-S-138,MECHANICAL / TECHNOLOGY,621.7 CHA
B2028,Timoshenko (S),Trength of Materials,"D.Van Nostrand Company ,Inc",1930.0,,TLC-R-8-S-138,MECHANICAL / TECHNOLOGY,621.7 TIM
B13474,Street (AC),The Diecasting Book,,1977.0,0861082354,TLC-R-8-S-138,MECHANICAL / TECHNOLOGY,621.7 STR
B16252,Valkenburg (VME),Anglog Filter Design,Harcount Brace Jovvich College,1982.0,0030592461,TLC-R-8-S-138,MECHANICAL / TECHNOLOGY,621.7 VAN
B20540,Venkatesh (VC),Percision Engineering,Tata McGraw-HILL Publishing Compay LTd,2007.0,9780070620902,TLC-R-8-S-138,MECHANICAL / TECHNOLOGY,621.7 VAN
AUTO-00130,Unknown Author,Untitled,,,,TLC-R-1-S-1,General,
B13419,Masubuchi (K),Analysis of Welded Structures,Pergamon Press,1980.0,0080227147,TLC-R-8-S-139,MECHANICAL / TECHNOLOGY,621.7 MAS
B15485,Bradley (EF),Hight- Performance castings,Asm Internation Metals Park,1989.0,0871703769,TLC-R-8-S-139,MECHANICAL / TECHNOLOGY,621.7 BRA
B15171,Lau (JH),Solder Joint Reliability,Van nostrand Reinhold Company,1991.0,0442002602,TLC-R-8-S-139,MECHANICAL / TECHNOLOGY,621.7 LAU
B15108,Malkin (S),Griniding Techology,Ellis Horwood Limted,1989.0,0853127565,TLC-R-8-S-139,MECHANICAL / TECHNOLOGY,621.7 MAL
B6280,Jensen (CH),Engineering Drawing and Design,"McGraw-Hill Book Company ,Inc",,,TLC-R-8-S-139,MECHANICAL / TECHNOLOGY,621.7 JEN
B9562,Hatschek (RL),Metacutting,"McGraw-Hill Book Company ,Inc",1979.0,,TLC-R-8-S-139,MECHANICAL / TECHNOLOGY,621.7 HAT
B13015,Zuber (CJ),Squash,Perntic-Hall inc,,,TLC-R-8-S-139,MECHANICAL / TECHNOLOGY,621.7 ZUB
B15293,Davies (AC),The Scince And Practice of Weldig,Cambridge universty Press,1963.0,0521361451,TLC-R-8-S-139,MECHANICAL / TECHNOLOGY,621.7 DAV
B13316,Allsop (DF),Perssur Dicasting part 2,Peragon press,1983.0,0080276516,TLC-R-8-S-139,MECHANICAL / TECHNOLOGY,621.7 ALL
B16472-DUP2,Goodman (LR),Maintaining & Repairing VCRs,TAB Books,1993.0,0830640797,TLC-R-8-S-139,MECHANICAL / TECHNOLOGY,621.7 GOO
B21944,Lansdown (AR),Lubraication and Lubricant Selection,Wiley,2004.0,9788126548255,TLC-R-8-S-139,MECHANICAL / TECHNOLOGY,621.7 LAN
B15539,Scheider (AF),Mechanical Deburring And Surface Finshing Technology,Marcel Dekker inc,1990.0,0824781570,TLC-R-8-S-139,MECHANICAL / TECHNOLOGY,621.7 SCH
B13369,Harris (JN),Mechanical Working of Metals,Pergamon Press,1983.0,0080254640,TLC-R-8-S-139,MECHANICAL / TECHNOLOGY,621.7 HAR
B14872,McCormick (WB),Aerodynamics Areonauits and Flight Mechanics,John Wiely & Sons,1979.0,0471030325,TLC-R-8-S-139,MECHANICAL / TECHNOLOGY,621.7 BAR
B10152,Abbott (P),Teach Youself Meachanics,The English Language book Society,1971.0,0340059044,TLC-R-8-S-139,MECHANICAL / TECHNOLOGY,621.7 ABB
B9677,Sivararajn,Elements of Mechanical Engineering,V.K Publishers,1981.0,,TLC-R-8-S-139,MECHANICAL / TECHNOLOGY,621.7 SHI
B19687,Patil (U),Oil Power Hydrauics and Oneumatics,easter Book Promters Belgaum,,,TLC-R-8-S-139,MECHANICAL / TECHNOLOGY,621.7 PAT
B21827,MAU (ST),Introuduction to Structural Analysis,CRC Press,2012.0,9781466504165,TLC-R-8-S-139,MECHANICAL / TECHNOLOGY,621.7 MAU
B6174,Martin (LF),Fluxes Solders and Welding Alloys,Noyer data Corpoation,1973.0,,TLC-R-8-S-139,MECHANICAL / TECHNOLOGY,621.7 MAR
AUTO-00131,Unknown Author,Untitled,,,,TLC-R-1-S-1,General,
B15879,DMS,The Market For Airbrne Fire control & Surveillance Radaaar Systems,Forecast International,,,TLC-R-8-S-140,ElECTRONIC WARFARE,623 DMS
B15884,DMS,The market For Ship-Deployed Sonars,Forecast International,,,TLC-R-8-S-140,ElECTRONIC WARFARE,623 DMS
B15739,Unknown Author,The Market for Air-to- Air Missiles,Forecast International,,,TLC-R-8-S-140,ElECTRONIC WARFARE,623 DMS
B15738,Unknown Author,The Market for Anti-Ship Missilies,Forecast International,,,TLC-R-8-S-140,ElECTRONIC WARFARE,623 DMS
B15878,Unknown Author,The Market For Airborne Electronice Warfare Systems,Forecast International,,,TLC-R-8-S-140,ElECTRONIC WARFARE,623 DMS
B15883,Unknown Author,The Market for Land/ Sea-Based Communication,Forecast International,,,TLC-R-8-S-140,ElECTRONIC WARFARE,623 DMS
B15886,Unknown Author,The market for anti- tank Missils,Forecast International,,,TLC-R-8-S-140,ElECTRONIC WARFARE,623 DMS
B5882,Unknown Author,The Market For Surface Radar Systems,Forecast International,,,TLC-R-8-S-140,ElECTRONIC WARFARE,623 DMS
B15885,Unknown Author,The Market for Land & Sea- bAsed Electronic warfare Systems,Forecast International,,,TLC-R-8-S-140,ElECTRONIC WARFARE,623 DMS
B15737,Unknown Author,The Market for Surface -to- air Missiles,Forecast International,,,TLC-R-8-S-140,ElECTRONIC WARFARE,623 DMS
B15877,Unknown Author,the Market for World Commercaial Communications Satellites,Forecast International,,,TLC-R-8-S-140,ElECTRONIC WARFARE,623 DMS
B15880,Unknown Author,The market for Military Airborne Communications Systems,Forecast International,,,TLC-R-8-S-140,ElECTRONIC WARFARE,623 DMS
B20972,Unknown Author,First International Confernce On Electronice Warfare,National Science Seminar Complex,2010.0,,TLC-R-8-S-140,ElECTRONIC WARFARE,623 PRO
B22585,Hegarty (K),Understanding GPS / GNSS,Artech House,2017.0,9781630810580,TLC-R-8-S-140,ElECTRONIC WARFARE,623 KAP
B21902,Rothstein (H),The Art and Scince of Military Deception,Artech House,2013.0,9781608075515,TLC-R-8-S-140,ElECTRONIC WARFARE,623 ROT
B14765,Price (A),Instruments of Drakness,Peninsula Publishing,1967.0,0932146171,TLC-R-8-S-140,ElECTRONIC WARFARE,623 PRI
B14785,Wilson (BO),Introduction to Theory and Design of Sonar Transducres,Peninsula Publishing,1988.0,,TLC-R-8-S-140,ElECTRONIC WARFARE,623 WIL
B21196,Ainslie (MA),Priciples of Sonar Perfoormancr Modeling,Springer,2010.0,9783540876618,TLC-R-8-S-140,ElECTRONIC WARFARE,623 AIN
B19925,Adamy (DL),EW 102,Artech House,2004.0,158053536867,TLC-R-8-S-140,ElECTRONIC WARFARE,623 ADA
B11224,Shieher (CD),Introduction to Electronic warfare,Artech House,1986.0,0890061424,TLC-R-8-S-140,ElECTRONIC WARFARE,623 WAR
B19329,Schleher (DC),Electronic Warfare in the Iformation Age,Artech House,1999.0,0890065268,TLC-R-8-S-140,ElECTRONIC WARFARE,623 SCH
B22431,Adamy (DL),EW 104,Artech House,2015.0,9781608078691,TLC-R-8-S-140,ElECTRONIC WARFARE,623 ADA
B20982,Adamy (DL),EW 103,Artech House,2009.0,9781596933873,TLC-R-8-S-140,ElECTRONIC WARFARE,623 ADA
AUTO-00132,Unknown Author,Untitled,,,,TLC-R-1-S-1,General,
B20638,Gething (JM),Jane's Electro-Optic Systems 2008-2009,Mixed Sporces,2008.0,9780710628435,TLC-R-8-S-141,"ARMAMENTS ORDENCE, ARMS",623.4-5 GET
B15927,Blake (B),Jane's Radar and Electronic warfar Systems,Jane's Data Division,1992.0,0710609892,TLC-R-8-S-141,"ARMAMENTS ORDENCE, ARMS",623.4-5 BLA
B11913,Unknown Author,Jane's Weapon Systems,Jane's Data Division,,,TLC-R-8-S-141,"ARMAMENTS ORDENCE, ARMS",632.4-5 WAE
B17826,Strachan (JW),Jan's Simulation and Traninig Systems,Jane's Data Division,1996.0,071061361X,TLC-R-8-S-141,"ARMAMENTS ORDENCE, ARMS",623.4-5 STR
B15647,Willamson (J),Jan's Military Communications,Jane's Data Division,1992.0,0710609809,TLC-R-8-S-141,"ARMAMENTS ORDENCE, ARMS",623.4-5 WIL
B4044,Unknown Author,Jane's All th world's Aircraft 1970-71,,,,TLC-R-8-S-141,"ARMAMENTS ORDENCE, ARMS",623.4-5 .
B10449,Unknown Author,Jane's Armour and Artillery,,,,TLC-R-8-S-141,"ARMAMENTS ORDENCE, ARMS",623.4-5 JAN
B5426,Unknown Author,Jane's All th world's Aircraft 1972-73,,,,TLC-R-8-S-141,"ARMAMENTS ORDENCE, ARMS",623.4-5 JAN
B9791,Jane's,Jane's Fighting Ships 198-3-84,Fincantieri Group,,,TLC-R-8-S-141,"ARMAMENTS ORDENCE, ARMS",623.4-5 JAN
B14368,Foss (FC),Jane's AFV Retrofit Systems 1900-91,Jane's Information Group,1990.0,0710609116,TLC-R-8-S-141,"ARMAMENTS ORDENCE, ARMS",623.4-5 FOS
B21062,Anderson (G),Jane's Worls Defence Industry,Jane;s HIS Company,2009.0,17482593,TLC-R-8-S-141,"ARMAMENTS ORDENCE, ARMS",623.4-5 AND
B20641,Anderson (G),Jane's Worls Defence Industry,Jane;s HIS Company,2008.0,17482593,TLC-R-8-S-141,"ARMAMENTS ORDENCE, ARMS",623.4-5 AND
B16137,Hooton (ER),Jane's Battlefield Surveillance Systems,Nobel Tech,1992.0,0710609957,TLC-R-8-S-141,"ARMAMENTS ORDENCE, ARMS",623.4-5 HOO
B21062-DUP2,Anderson (G),Jane's Worls Defence Industry,Jane;s HIS Company,,17482593,TLC-R-8-S-141,"ARMAMENTS ORDENCE, ARMS",623.4-5 AND
B14911,RACKham (P),Jane's C3I Systems,Jane's Data Division,1990.0,0710609140,TLC-R-8-S-141,"ARMAMENTS ORDENCE, ARMS",623.4-5 RAC
B13755,Kenneth (M),Jane's Battlefield Surveillance Systems,Jane's Defence Data,1989.0,0710608888,TLC-R-8-S-141,"ARMAMENTS ORDENCE, ARMS",623.3 KEN
B20637,EBButt (G),Jane's C41 Systems,Mixed Sporces,2008.0,9780710628428,TLC-R-8-S-141,"ARMAMENTS ORDENCE, ARMS",623.3 4-5 EBB
B13815,Gander (TJ),Jane's NBC Protection Equipment,Jane's Defence Data,1989.0,0710608942,TLC-R-8-S-141,"ARMAMENTS ORDENCE, ARMS",623.4-5 GAN
B14577,Hogg (LV),Jane's Security and Co-In Equipment,Jane's Defence Data,1990.0,0710609183,TLC-R-8-S-141,"ARMAMENTS ORDENCE, ARMS",623.4-5 HOGG
B18483,Pillal (VK),Proceeding of the Second workshop on Scientific Results of forv Sagar sampada,Department of Ocean Departopment,1996.0,8190065602,TLC-R-8-S-141,"ARMAMENTS ORDENCE, ARMS",623.4-5 PTL
B11241,Tsipis (K),Arms Control Verification,Pergamon-Brassey's,1986.0,0080331726,TLC-R-8-S-141,"ARMAMENTS ORDENCE, ARMS",623.4-5 TSI
B21797,Prabhala (S),Inside the Solid Stste,Westland ltd,,,TLC-R-8-S-141,"ARMAMENTS ORDENCE, ARMS",623.4-5 PRA
B15893,Ogorkieicz (RM),Technology of tanks,Jane's Information Group,,0710605951,TLC-R-8-S-141,"ARMAMENTS ORDENCE, ARMS",623.4-5 OGO
B21936,Strickland (J),Mathematical Modeling of warfare and Combat Phenomenon,Springer,2011.0,9781458392558,TLC-R-8-S-141,"ARMAMENTS ORDENCE, ARMS",623.4-5 STR
AUTO-00133,Unknown Author,Untitled,,,,TLC-R-1-S-1,General,
B14185,Goral (BP),Marine SSB Latest Fact Book,John Wiely & Sons,1974.0,,TLC-R-8-S-142,MILITRAY COMMUNICATION,623.61. GOR
B18504,Kapoor (V),Battefield Information Systems,John Wiely & Sons,1944.0,8185304777,TLC-R-8-S-142,MILITRAY COMMUNICATION,623.61 KAP
B18542,Kapoor (V),Battefield Information Systems,John Wiely & Sons,1945.0,,TLC-R-8-S-142,MILITRAY COMMUNICATION,623.61 KAP
B18540,Kapoor (V),Battefield Information Systems,John Wiely & Sons,1946.0,,TLC-R-8-S-142,MILITRAY COMMUNICATION,623.61 KAP
B18545,Kapoor (V),Battefield Information Systems,John Wiely & Sons,1947.0,,TLC-R-8-S-142,MILITRAY COMMUNICATION,623.61 KAP
B18548,Kapoor (V),Battefield Information Systems,John Wiely & Sons,1948.0,,TLC-R-8-S-142,MILITRAY COMMUNICATION,623.61 KAP
B18549,Kapoor (V),Battefield Information Systems,John Wiely & Sons,1949.0,,TLC-R-8-S-142,MILITRAY COMMUNICATION,623.61 KAP
B18544,Kapoor (V),Battefield Information Systems,John Wiely & Sons,1950.0,,TLC-R-8-S-142,MILITRAY COMMUNICATION,623.61 KAP
B18543,Kapoor (V),Battefield Information Systems,John Wiely & Sons,1951.0,,TLC-R-8-S-142,MILITRAY COMMUNICATION,623.61 KAP
B18541,Kapoor (V),Battefield Information Systems,John Wiely & Sons,1952.0,,TLC-R-8-S-142,MILITRAY COMMUNICATION,623.61 KAP
B18546,Kapoor (V),Battefield Information Systems,John Wiely & Sons,1953.0,,TLC-R-8-S-142,MILITRAY COMMUNICATION,623.61 KAP
B20231,Brady (EC),""" Military Communications in a Changing World ""Conference Record volume 3 of 3",IEEE Miltray Communications Conference,1991.0,,TLC-R-8-S-142,MILITRAY COMMUNICATION,623.61 CON
B9335,Knecht ®,Leopard,Wehr Wissen,1977.0,3803303001,TLC-R-8-S-142,MILITRAY COMMUNICATION,623.61 KNE
B13946,IEE,"Command, Control , Communications and Managent information Systems",Bornemouth Internation Confernce Center,1987.0,,TLC-R-8-S-142,MILITRAY COMMUNICATION,623.61 IEE
B11979,Marsh (AK),"What's Ahead for Programs, Procurent, Policy & Technology",Pasha /Arlinton,1986.0,,TLC-R-8-S-142,MILITRAY COMMUNICATION,623.61 MAR
B15475,Beam (WR),"Command , Control and Communications Systems Engineering","McGraw-Hill Book Company ,Inc",1989.0,0070042497,TLC-R-8-S-142,MILITRAY COMMUNICATION,623.61 BEA
B14871,Perkins (CD),Airplane Performance Staibily and control,John Wiely & Sons,1949.0,047168046X,TLC-R-8-S-142,MILITRAY COMMUNICATION,623.61 PER
B15235,Neri (F),Introduction to Elctronice Defese sytems,Artech House,1991.0,0890065535,TLC-R-8-S-142,MILITRAY COMMUNICATION,623.61 NER
B22272,Titterton (DH),Military Laser Technology and Systems,Artech House,2015.0,9781608077786,TLC-R-8-S-142,MILITRAY COMMUNICATION,623.61 TIT
B22486,SEV (KA),Defence Against Chemical And Biological Agents,Defence Research and Development Organisation,2006.0,9788186514283,TLC-R-8-S-142,MILITRAY COMMUNICATION,623.61 SEV
B22485,SEV (KA),Defence Against Chemical And Biological Agents,Defence Research and Development Organisation,2006.0,9788186514283,TLC-R-8-S-142,MILITRAY COMMUNICATION,623.61 SEV
B22484,Mallika (A),High Power Lasers- Directed engery Weapond Impact on defernce and security,Defence Research and Development Organisation,2012.0,9788186514368,TLC-R-8-S-142,MILITRAY COMMUNICATION,623.61 MAL
B15239,Ricci (JF),US Military Communications,Computer Scince Press,1986.0,0881750166,TLC-R-8-S-142,MILITRAY COMMUNICATION,623.61 RIC
B22494,Rao (RJV),Interoduction to Camouflage and deception,Defence Research and Development Organisation,1999.0,8186514027,TLC-R-8-S-142,MILITRAY COMMUNICATION,623.61 RAO
B19413,Ryan (MJ),Tactical communications for the digitized battlefield,Artech House,2002.0,158053323X,TLC-R-8-S-142,MILITRAY COMMUNICATION,623.61 RYA
B1342,Worley (ML),A digest of new Developments,The Stackpole Company,1985.0,,TLC-R-8-S-142,MILITRAY COMMUNICATION,623.61 WOR
B18547,Kopoor (V),Battefield Information Systems,,1994.0,8185304777,TLC-R-8-S-142,MILITRAY COMMUNICATION,623.61 KAP
B11041,Chapman (WAJ),Woekshop Technology,The English Language book Society,1975.0,0713133600,TLC-R-8-S-142,MILITRAY COMMUNICATION,623.61 CHA
B17791,Ramanarasaiah (NK),Introuductionto Torpedo Technology,Book well,1993.0,8186514007,TLC-R-8-S-142,MILITRAY COMMUNICATION,623.61 RAM
B9020,Torrieri (DJ),Principle of Militay Communication Systems,Artech House,1981.0,0890061025,TLC-R-8-S-142,MILITRAY COMMUNICATION,623.61 TOR
B3311,Merrill (G),Principles of Guided Missile Design,"D Van Nostrand Company , Inc",1955.0,,TLC-R-8-S-142,MILITRAY COMMUNICATION,623.61 MER
AUTO-00134,Unknown Author,Untitled,,,,TLC-R-1-S-1,General,
B22012,Friedman (N),The Naval Institute guide to World Naval Weapon Systems (5th Ed ),,2006.0,1557502625,TLC-R-8-S-143,MILITRAY COMMUNICATION,623.61 FRI
B9445,Fairground (H),Confernce Proceedings Internation Defence Electroices xpo '82,International Defencse Review,1982.0,,TLC-R-8-S-143,MILITRAY COMMUNICATION,623.61 FAI
B15747,Meinel ©,Emerging Technologies (V3),Forecast International,1991.0,,TLC-R-8-S-143,MILITRAY COMMUNICATION,623.61 MIE
B21246,Payne ©,Principles of naval weapon systems,Naval Institute Press,2010.0,9781591146674,TLC-R-8-S-143,MILITRAY COMMUNICATION,623.61 PAY
B11200,IPG,Military avionic equipment 86 (V2),Interavia Publishing Group,,,TLC-R-8-S-143,MILITRAY COMMUNICATION,623.61 IPG
B11190,IPG,Militry Optronis,Interavia Publishing Group,,,TLC-R-8-S-143,MILITRAY COMMUNICATION,623.61 IPG
B11193,IPG,Electronic Warfare (v1),Interavia Publishing Group,,,TLC-R-8-S-143,MILITRAY COMMUNICATION,623.61 IPG
B11191,IPG,Militry Communications (V1),Interavia Publishing Group,,,TLC-R-8-S-143,MILITRAY COMMUNICATION,623.61 IPG
B11194,IPG,Electronic Warfare (v2),Interavia Publishing Group,,,TLC-R-8-S-143,MILITRAY COMMUNICATION,623.61 IPG
B11192,IPG,Militry Communications (V2),Interavia Publishing Group,,,TLC-R-8-S-143,MILITRAY COMMUNICATION,623.61 IPG
B11199,IPG,Militry avionic equipment (v1),Interavia Publishing Group,,,TLC-R-8-S-143,MILITRAY COMMUNICATION,623.61 IPG
B10899,DEC,International Defence Equipment Catalogue (V2),International Defence Equipment Catalogue,1985.0,,TLC-R-8-S-143,MILITRAY COMMUNICATION,623.61 DEC
B10898,DEC,International Defence Equipment Catalogue (V1),International Defence Equipment Catalogue,,,TLC-R-8-S-143,MILITRAY COMMUNICATION,623.61 DEC
B22474,Arora (VK),Proximity Fuzes Theory and Techniques,Defence Research and Development Organisation,2010.0,9788186514290,TLC-R-8-S-143,MILITRAY COMMUNICATION,623.61 POR
B22475,Arora (VK),Proximity Fuzes Theory and Techniques,Defence Research and Development Organisation,2010.0,9788186514290,TLC-R-8-S-143,MILITRAY COMMUNICATION,623.61 POR
B22564,Britting (KR),Inertial Navigation systems analsis,Artech House,2010.0,9781608070787,TLC-R-8-S-143,MILITRAY COMMUNICATION,623.61 BRI
B11452,Brunt (V),Applied ECM (v1),,1982.0,0931728010,TLC-R-8-S-143,MILITRAY COMMUNICATION,623.61 BRU
B11451,Brunt (V),Applied ECM (V2),,1978.0,0931728002,TLC-R-8-S-143,MILITRAY COMMUNICATION,623.61 BRU
B12836,Noel (VJ),Modern Seamanship 17th ed,Van nostrand Reinhold Company,1984.0,0442268637,TLC-R-8-S-143,MILITRAY COMMUNICATION,621.61 JOH
B5969,Yarmolinsky (A),The Militray Establihment,Harper & Row Publishers,1971.0,,TLC-R-8-S-143,MILITRAY COMMUNICATION,623.61 YAR
B17540,KIM (JC),Naval Shipboard Communications Systems,Prentice Hall,1995.0,013613498X,TLC-R-8-S-143,MILITRAY COMMUNICATION,623.61 KIM
AUTO-00135,Unknown Author,Untitled,,,,TLC-R-1-S-1,General,
AUTO-00136,Unknown Author,Untitled,,,,TLC-R-1-S-1,General,
B21026,IRSE,Railway Control Systems,IRSE /London,1991.0,0902390163,TLC-R-8-S-144,TRANSPORT ENGINEERING,629 . IRSE
B21024,IRES,Introduction to Railway Signalling,Institution of Railway Signal Engineers / London,2009.0,9780902390133,TLC-R-8-S-144,TRANSPORT ENGINEERING,629 . IRSE
B13355,Guttropf (W),Aduanced Sensor Technology,Springer,1988.0,3540188258,TLC-R-8-S-144,TRANSPORT ENGINEERING,629 GUT
B21025,IRES,Metro Railway Singnalling,Institution of Railway Signal engineers,2009.0,9780902390263,TLC-R-8-S-144,TRANSPORT ENGINEERING,629 IRSE
B11784,Shoham (M),A Textbook of Robotics Basic Concepts,Kogan page,,,TLC-R-8-S-144,TRANSPORT ENGINEERING,629 SHO
B21244,Wadoo (SA),Autonomous Underwater Vehicales,CRC Press,2011.0,9781439818312,TLC-R-8-S-144,TRANSPORT ENGINEERING,629 WAB
B22596,Fulton ®,Airbrorne Electronic Hardware Design Assurance,CRC Press,2015.0,9781482206050,TLC-R-8-S-144,TRANSPORT ENGINEERING,629 FUL
AUTO-00137,Unknown Author,Untitled,,,,TLC-R-1-S-1,General,
B13435,Piatti (G),Advances in Composite Materials,Applied Science Publishers Ltd London,1978.0,0853347700,TLC-R-8-S-144,MISSILES,629.762 PIA
